sentiment,content
neutral,@VRadio if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP
neutral,It's about to rain!!
neutral,@verwon Thanks for sharing it. Anything about COFFEE is good. I'm a big FAN!!! Can't live w/o it.
neutral,@EvertB I gather from that that @mrsbopp is still asleep
neutral,@issacfourth haha dork .. That sounds so yummy .. Share!
neutral,to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social time
neutral,@zuppalizzle you should come over before friday and teach me how
negative,"I am the empitome of epic fail, just you know, more epic than fail."
neutral,morning everyone!
neutral,Franco made breakfast for Mom. Here he's trying to cut the strawberries (only safe knife  #fb http://twitpic.com/4wsmw
neutral,"flying is falling, getting distracted and missing the ground"
neutral,Chillin on here
neutral,Just woke up.   Uhuru out
neutral,"@sylserra please let me know when you've found it  I'd like to know as well, although it's handy on your mobile..."
neutral,"@IvanaF Oh, that would be riveting TV!   Trips to the break room, coffee, toothpicks in the eyes to keep them open."
negative,just had the most emo moment too many tears love my family and sorors
neutral,Happy Mother's day to all mothers including mom-to-be and moms of 4 legged kids
neutral,@B_tifullyTragic ... in London last night so give it a few hours &amp; I'm sure a few will appear
neutral,upss..her name is writen like chesca.
neutral,Looking for new picture for my twitter background@  HELP little here!!
negative,@TheTAZZone That's what I like to hear. I am unabashedly not cool. That's what makes me so cool byw  #logic
negative,"@gailtwist I hate doing em, but get dragged here by @emzmum... at least it's a beautiful day"
neutral,"@SteveLangton Yes, they clearly relished acting together, sparking off each other's performance. And milking all the laughs!"
neutral,"Love song for the night, &quot;Then&quot; by Brad Paisley.  Happy Mother's Day   Love &amp; Light ~ Joy"
neutral,follow @johnofisher just because... or don't either way they have really cool tshirts  hey johno x
neutral,@iheartrachael no its pre made jelly and its for me and bradie
neutral,"says Diana, you wanna burn the pics for me on a DVD or CD?  http://plurk.com/p/svs4c"
neutral,Reese's pieces ily
neutral,@JayElectronica Good Morning Chairman of the board! www.youtube.com/watch?v=ivFM0pYyUcy its a living thing....!
neutral,"is up, slightly later than planned... gunna get this essay done 2day!!"
neutral,"@nikhilnarayanan Had not noticed. Must be leading to some inventory tracking issues too, if the s/ws only support standard SKUs"
neutral,still making icons
neutral,@hihat7 Go to the setting on the iPod/iPhone home screen &amp; scroll to the bottom &amp; you will find twitterfon settings
neutral,@israeliwine They should add Dunkin Donuts to their menu too.
neutral,off to collect a tv I acquired from freecycle
neutral,@Chris_Bayliss Naww... when should we go on mega scotter?
negative,"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow"
neutral,Have a nice day  ? http://blip.fm/~5z6y6
negative,So over it!
negative,"@V_KONG Record Grand Prix to skip through later, watch Man U game, Radio 1 .... well sport comes first"
negative,@Nicsey Snap! I know that feeling well
neutral,just got thru watchin @stephenfry on bones now topping off with House reruns
neutral,@johnfoliot I think we all need a oil change wash and wax every now and again
negative,@jlamshed You're sending tweets to yourself again!
neutral,@kawehdashti ahh..nice idea..but I'm already done! Thank u!
neutral,"@RealBillBailey Thanks for the headsup re: tour, just booked 4 tickets for the Palace on 20th June"
neutral,I Sing Everytime
neutral,"@PembsDave classic, my word you are on a roll this am"
neutral,"@ElizaPatricia Tuesday, any other day... long as we still get to watch"
neutral,just had KFC
neutral,@gfalcone601 Hi Gi  are you going tonight?  xx
negative,@UniqueGuitarist Had parent teacher thing yesterday!! So boring going to skl on saturday!!  lol
neutral,@xo_mcflyandjb its okay!!!  x
neutral,@cfsam 7pm? So early. Dat's 4pm my time.
neutral,@rockingla Thanks  New work will arrive in a few weeks
neutral,@hypnophil  oh hiya phil am well ta hope u are too
neutral,watching Pineapple Express and is seriously thinking that they used real weed in this movie
neutral,"@Kirsty_H_99 I'm good, still enjoying the #fryeffect  You?"
neutral,@ Cleaning the house! going out at 3 to see a soccergame with friends
neutral,"@DKMatai Let's hope and pray, we go a wiser way! : @DKMatai Let's hope and pray, we go a wiser way!  http://bit.ly/TzxqN"
neutral,"@eimajuno Hey, you don't have to be sorry! Absolutely understandable; I was just poking at you a little."
neutral,Headin' to church now...
neutral,"Offline for now, I'll tweet again later..."
neutral,Buying pretty shiny beads and things  I feel quite girlish. http://elisem.livejournal.com/1473318.html
neutral,@Britt_Uh_Knee
neutral,Looking at the pix from #dbuc09 - seems like everyone was doing good stuff - *almost* wish I wasn't in Nice at the time
negative,Hot showers make everything better  all i need is sumbody to tuck me in. . ugh miss my gramma
negative,@LisaHopeCyrus sry twitterfon is kinda shit i will stay at tweetie  this world is so unfair you always have to pay for good stuff :/
neutral,"http://twitpic.com/4wsxi   F3 w (demo) aero wheels. Louder, but they cut like a knife. U will hear me coming, passing on your left"
neutral,@from10to300mm gut
neutral,@jbgreece yeh  A little.. How are you ?
neutral,@xb4byfac3x 6 am.  you?
negative,Went shopping for sports tour yesterday with Garley... very very very funny!! Now I need some brunch  And a shower.
neutral,@caseysevenfold there coming this year ^-^  wiL said it himself  but yes now would be good.
neutral,@Saurabh oks  yes infact we had chatted earlier on n00b.in as well
negative,watching M eat a hotdog...gross.. he's so drunk and annoying.. trying really hard not to glre @ him
neutral,@sleepydumpling yeah I'm fine not to raid most things. Excepting liquor and cheese &amp; bacon balls
neutral,Grabbing coffee from @dunkindonuts then making mom breakfast
negative,hates samanthas guts
neutral,"@loisheilig your welcome. you have picked up the slack the last few days, my turn to get it."
neutral,@CocaBeenSlinky morning! I'm in the garden getting air
neutral,"@Janit thankyou sugaaar  btw I'll leave this town on 7, really hope could see you next time ya ra. Skrg sempit bgt sih waktunya ya"
neutral,Off To Do Pilates Now! Tweet Y'all Soon!
negative,"simple greetings from unexpected people can actually lighten our mood, doesn't it ever happen to you?"
neutral,That's cause you are old mate hehe
neutral,"haizzz, hem cï¿½n ai, t? ?i ?n ?ï¿½y... ?ï¿½i b?ng quï¿½  Bibi c? nhï¿½ trï¿½i cï¿½y"
neutral,On a day like today. I am thankful for my mom's teaching (proverbs 6:20-23) and thankful that she's on twitter too! Love you @planit1
neutral,@Carole9 im not confused
negative,Has finally found her new flat.
neutral,New twitter background
neutral,"actually just woke up, going to attempt to see 17 again with Natalyy"
neutral,changed my h/p number go online msn messenger to see
neutral,"@prmack Community news only  I sometimes accept guest posts, but not at the moment."
neutral,@Brandensilva Most of my friends wanted to try it yesterday but failed because of the whole .Net thingy...it worked fine with me
neutral,Morning all.... Sorry for missing tweets yesterday @damohopo @Boddingtons How are you today?
neutral,@facibus @Allyeska's mum asked us to thank you for introducing us to Kenny's - we're having Mother's Day dinner here
neutral,Where did I leave my Citeh jersey?
negative,nothings really going *well*...however currently theres nothing else to look forward to so may aswel make the best of it
negative,"@ezrabutler - they have their headaches the morning after, instead!"
neutral,@wychbury They did a song called Toothpaste Kisses which I quite liked
neutral,"@brianna you liked braid? Did you guess what the whole relationship story is a metaphor for? I sure as hell did not, it just confused me"
neutral,Sunday sunshine track  ? http://blip.fm/~5z7cg
neutral,Same Difference Today  going to go and have a shower then get ready!
neutral,is slowly gettin more followers  vry slowly
neutral,bruxels - 12:02 at home... really tired... end the song
neutral,http://bit.ly/s7hQe   Translate XMind to your language.
negative,even when we're miles and miles apart; you're still holding all of my heart    4 days until jonas brothers 3d concert experience w/candice
neutral,eating breakfast and drinking coffe - strong coffe!
neutral,@TheWineVault oh I know. and I aprreciate it  it can be my back up plan
negative,2 days after #all4web ...i'm still tired
neutral,@giblahoj how sweet
neutral,Hey hey get tickets to ALL TIME LOW when they're in Aussie kay. www.myspace.com/destroyalllines Yup. Go there get tickets
neutral,Good morning... Iï¿½m soooo tierd
neutral,"#DuckRaces in the bath don't quite work  Especially if you have no ducks! Only a polar bear,a seal &amp; a whale."
neutral,"It's 5:03 in the morning.. I think it's time I went to bed. - so, goodnight everyone  http://tumblr.com/xaj1qz8v3"
neutral,"Well, for java atleast  Im still working on my php solution"
negative,"@MiaLotta why do u feel shit? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts"
neutral,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.
negative,Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn't *&amp;@#ing care to fully support UnixODBC.
negative,@chocoshabi I'm going to ask Waldi. I hope he makes a new keyword for me
neutral,just typing this message
neutral,Fish and chips for din dins
neutral,is working hard or maybe thats hardly working
neutral,okay okay sleep for realz now! Goodnight!  ::waves to followers::
neutral,@tommk tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired
neutral,Just woke from the longest sleep in months-so nice! Now to get some work done so i'm prepped for next wk &amp; free for K coming home tonight
neutral,@theroundup I'll be sure to
negative,Today I'm lonley girl with a guitar
neutral,"yay, short stack episode 20 is being recorded on tuesday"
neutral,"@_ado I don't think it's still that one  I've had this one for about six years though, so with Moore's law taken into account..."
neutral,#SanctuarySunday don't forget to post on the forums and FB about our mission success!!
neutral,"@SarahJacinta Hehe, you're an expert now eh?"
neutral,@dark_jayy It might hav to cost u a History essay.
neutral,"blogging, cleaning and chatting while listening to phoenixfm"
neutral,just woke up
neutral,@TheWineVault thanks. but it IS seriuosly my back up plan
neutral,"@gracepearl Oh I forgot to say, if u want anymore friends on xbox send me a friend request. G11Y if u want a friendly game sometime"
neutral,Playing logical gates games with Charles on : http://tinyurl.com/6jwjmy  Charles took less than 5 mn to make a light bulb flicker
negative,@sassij Or he's gonna chop you up into tiny bits - one of the two
neutral,off to the family party
neutral,directing a theatre play
neutral,@andrewschof hows u? lovely day here!
neutral,@Topify just for a little while.. to get an impression of how twitter-copy-topify
neutral,@andyclemmensen whens the sway sway winner announced?
neutral,"@RoryCoaster btw, do you realize your profile pic makes you look much older than you say you are?"
neutral,Bonjour Twitterland !
neutral,Happy Mothers Day to Heidi Klum
neutral,"@nocas jï¿½ estou a ver que sim  , aqui - http://en.wikipedia.org/wiki/Mother's_day#Dates_around_the_world"
neutral,@FM1079Oxford A 25 year old zebra with wind? Lol
